truth_player_id,truth_player_name,truth_team_name,truth_team_id,truth_team_norm,truth_player_norm,tm_player_id,tm_player_name,tm_team_name,match_score,match_rule,status
8247,Joachim Andersen,Denmark,3436,denmark,joachim andersen,260827,Joachim Andersen,Denmark,1.000,exact,matched
8854,Wout Faes,Belgium,3382,belgium,wout faes,292808,Wout Faes,Belgium,1.000,exact,matched
5537,Fabian Lukas Schär,Switzerland,3384,switzerland,fabian lukas schar,135343,Fabian Schär,Switzerland,1.000,exact,matched
8125,Denzel Dumfries,Netherlands,3379,netherlands,denzel dumfries,321528,Denzel Dumfries,Netherlands,1.000,exact,matched
16016,Michel Aebischer,Switzerland,3384,switzerland,michel aebischer,237658,Michel Aebischer,Switzerland,1.000,exact,matched
8221,Jonathan Tah,Germany,3262,germany,jonathan tah,196357,Jonathan Tah,Germany,1.000,exact,matched
6990,Milan Škriniar,Slovakia,3503,slovakia,milan skriniar,204069,Milan Škriniar,Slovakia,1.000,exact,matched
7039,Hakan Çalhanoğlu,Turkey,3381,turkey,hakan calhanoglu,126414,Hakan Çalhanoğlu,Turkiye,1.000,exact,matched
39565,Jamal Musiala,Germany,3262,germany,jamal musiala,580195,Jamal Musiala,Germany,1.000,exact,matched
7005,João Pedro Cavaco Cancelo,Portugal,3300,portugal,joao pedro cavaco cancelo,182712,João Cancelo,Portugal,1.000,exact,matched
3468,Jordan Pickford,England,3299,england,jordan pickford,130164,Jordan Pickford,England,1.000,exact,matched
3026,Adrien Rabiot,France,3377,france,adrien rabiot,182913,Adrien Rabiot,France,1.000,exact,matched
3009,Kylian Mbappé Lottin,France,3377,france,kylian mbappe lottin,342229,Kylian Mbappé,France,1.000,exact,matched
5544,Ricardo Iván Rodríguez Araya,Switzerland,3384,switzerland,ricardo ivan rodriguez araya,86784,Ricardo Rodríguez,Switzerland,1.000,exact,matched
6983,Remo Freuler,Switzerland,3384,switzerland,remo freuler,148252,Remo Freuler,Switzerland,1.000,exact,matched
3306,Nathan Aké,Netherlands,3379,netherlands,nathan ake,177476,Nathan Aké,Netherlands,1.000,exact,matched
39460,Nicolas Seiwald,Austria,3383,austria,nicolas seiwald,404950,Nicolas Seiwald,Austria,1.000,exact,matched
3089,Kevin De Bruyne,Belgium,3382,belgium,kevin de bruyne,88755,Kevin De Bruyne,Belgium,1.000,exact,matched
16532,Daniel Olmo Carvajal,Spain,3375,spain,daniel olmo carvajal,293385,Dani Olmo,Spain,1.000,exact,matched
8815,Jannik Vestergaard,Denmark,3436,denmark,jannik vestergaard,99331,Jannik Vestergaard,Denmark,1.000,exact,matched
116587,Arda Güler,Turkey,3381,turkey,arda guler,861410,Arda Güler,Turkiye,1.000,exact,matched
9195,Robert Andrich,Germany,3262,germany,robert andrich,159088,Robert Andrich,Germany,1.000,exact,matched
6798,Stanislav Lobotka,Slovakia,3503,slovakia,stanislav lobotka,192735,Stanislav Lobotka,Slovakia,1.000,exact,matched
39167,Xavi Simons,Netherlands,3379,netherlands,xavi simons,566931,Xavi Simons,Netherlands,1.000,exact,matched
48347,Amadou Onana,Belgium,3382,belgium,amadou onana,485706,Amadou Onana,Belgium,1.000,exact,matched
7024,Jorge Luiz Frello Filho,Italy,3376,italy,jorge luiz frello filho,102017,Jorginho,Italy,1.000,exact,matched
41768,Riccardo Calafiori,Italy,3376,italy,riccardo calafiori,502821,Riccardo Calafiori,Italy,1.000,exact,matched
16298,Denis Vavro,Slovakia,3503,slovakia,denis vavro,239962,Denis Vavro,Slovakia,1.000,exact,matched
11821,Stefan Posch,Austria,3383,austria,stefan posch,223974,Stefan Posch,Austria,1.000,exact,matched
40724,Florian Wirtz,Germany,3262,germany,florian wirtz,598577,Florian Wirtz,Germany,1.000,exact,matched
5477,Ousmane Dembélé,France,3377,france,ousmane dembele,288230,Ousmane Dembélé,France,1.000,exact,matched
2988,Memphis Depay,Netherlands,3379,netherlands,memphis depay,167850,Memphis Depay,Netherlands,1.000,exact,matched
3959,Andreas Christensen,Denmark,3436,denmark,andreas christensen,196948,Andreas Christensen,Denmark,1.000,exact,matched
3043,Christian Dannemann Eriksen,Denmark,3436,denmark,christian dannemann eriksen,69633,Christian Eriksen,Denmark,1.000,exact,matched
12407,Maximilian Mittelstädt,Germany,3262,germany,maximilian mittelstadt,282660,Maximilian Mittelstädt,Germany,1.000,exact,matched
5463,Luka Modrić,Croatia,3556,croatia,luka modric,27992,Luka Modrić,Croatia,1.000,exact,matched
8621,Morten Hjulmand,Denmark,3436,denmark,morten hjulmand,461496,Morten Hjulmand,Denmark,1.000,exact,matched
99174,Kobbie Mainoo,England,3299,england,kobbie mainoo,820374,Kobbie Mainoo,England,1.000,exact,matched
5487,Antoine Griezmann,France,3377,france,antoine griezmann,125781,Antoine Griezmann,France,1.000,exact,matched
41202,Giorgi Kochorashvili,Georgia,3669,georgia,giorgi kochorashvili,405564,Giorgi Kochorashvili,Georgia,1.000,exact,matched
18617,Mykola Matvienko,Ukraine,3699,ukraine,mykola matvienko,289059,Mykola Matvienko,Ukraine,1.000,exact,matched
11748,Unai Simón Mendibil,Spain,3375,spain,unai simon mendibil,262396,Unai Simón,Spain,1.000,exact,matched
48383,Abdülkerim Bardakcı,Turkey,3381,turkey,abdulkerim bardakci,199316,Abdülkerim Bardakcı,Turkiye,1.000,exact,matched
12169,João Maria Lobo Alves Palhinha Gonçalves,Portugal,3300,portugal,joao maria lobo alves palhinha goncalves,257455,João Palhinha,Portugal,1.000,exact,matched
10287,İlkay Gündoğan,Germany,3262,germany,ilkay gundogan,53622,İlkay Gündoğan,Germany,1.000,exact,matched
6321,Milos Veljkovic,Serbia,3438,serbia,milos veljkovic,202228,Milos Veljkovic,Serbia,1.000,exact,matched
5603,Nikola Milenković,Serbia,3438,serbia,nikola milenkovic,413507,Nikola Milenković,Serbia,1.000,exact,matched
20750,Cody Mathès Gakpo,Netherlands,3379,netherlands,cody mathes gakpo,434675,Cody Gakpo,Netherlands,1.000,exact,matched
31968,Adam Gnezda Čerin,Slovenia,3588,slovenia,adam gnezda cerin,401394,Adam Gnezda Cerin,Slovenia,1.000,exact,matched
134209,Barış Alper Yılmaz,Turkey,3381,turkey,baris alper yilmaz,541537,Barış Alper Yılmaz,Turkiye,1.000,exact,matched
10955,Harry Kane,England,3299,england,harry kane,132098,Harry Kane,England,1.000,exact,matched
3477,Álvaro Borja Morata Martín,Spain,3375,spain,alvaro borja morata martin,128223,Álvaro Morata,Spain,1.000,exact,matched
37148,Josip Šutalo,Croatia,3556,croatia,josip sutalo,371001,Josip Sutalo,Croatia,1.000,exact,matched
6989,Timothy Castagne,Belgium,3382,belgium,timothy castagne,262226,Timothy Castagne,Belgium,1.000,exact,matched
137487,Žan Karničnik,Slovenia,3588,slovenia,zan karnicnik,507403,Zan Karnicnik,Slovenia,1.000,exact,matched
133305,Samet Akaydin,Turkey,3381,turkey,samet akaydin,295024,Samet Akaydin,Turkiye,1.000,exact,matched
5469,Marcelo Brozović,Croatia,3556,croatia,marcelo brozovic,156617,Marcelo Brozović,Croatia,1.000,exact,matched
23650,Jeremy Doku,Belgium,3382,belgium,jeremy doku,486049,Jérémy Doku,Belgium,1.000,exact,matched
3077,Jan Vertonghen,Belgium,3382,belgium,jan vertonghen,43250,Jan Vertonghen,Belgium,1.000,exact,matched
57303,Kristjan Asllani,Albania,3561,albania,kristjan asllani,543771,Kristjan Asllani,Albania,1.000,exact,matched
5456,Mateo Kovačić,Croatia,3556,croatia,mateo kovacic,51471,Mateo Kovacic,Croatia,1.000,exact,matched
8967,Ondrej Duda,Slovakia,3503,slovakia,ondrej duda,232418,Ondrej Duda,Slovakia,1.000,exact,matched
8966,Kai Havertz,Germany,3262,germany,kai havertz,309400,Kai Havertz,Germany,1.000,exact,matched
45190,Dan Ndoye,Switzerland,3384,switzerland,dan ndoye,365108,Dan Ndoye,Switzerland,1.000,exact,matched
39136,Illia Zabarnyi,Ukraine,3699,ukraine,illia zabarnyi,659089,Ilya Zabarnyi,Ukraine,1.000,exact,matched
24977,Christoph Baumgartner,Austria,3383,austria,christoph baumgartner,324278,Christoph Baumgartner,Austria,1.000,exact,matched
16879,Dávid Hancko,Slovakia,3503,slovakia,david hancko,404418,Dávid Hancko,Slovakia,1.000,exact,matched
8518,Marcel Sabitzer,Austria,3383,austria,marcel sabitzer,106987,Marcel Sabitzer,Austria,1.000,exact,matched
37274,Bart Verbruggen,Netherlands,3379,netherlands,bart verbruggen,565093,Bart Verbruggen,Netherlands,1.000,exact,matched
12293,Kaan Ayhan,Turkey,3381,turkey,kaan ayhan,119031,Kaan Ayhan,Turkiye,1.000,exact,matched
27719,Strahinja Pavlović,Serbia,3438,serbia,strahinja pavlovic,574671,Strahinja Pavlović,Serbia,1.000,exact,matched
10826,Mert Müldür,Turkey,3381,turkey,mert muldur,353922,Mert Müldür,Turkiye,1.000,exact,matched
25036,Otar Kakabadze,Georgia,3669,georgia,otar kakabadze,214250,Otar Kakabadze,Georgia,1.000,exact,matched
43913,Arthur Theate,Belgium,3382,belgium,arthur theate,368891,Arthur Theate,Belgium,1.000,exact,matched
16554,Joakim Mæhle,Denmark,3436,denmark,joakim maehle,369674,Joakim Maehle,Denmark,1.000,exact,matched
33018,Joško Gvardiol,Croatia,3556,croatia,josko gvardiol,475959,Josko Gvardiol,Croatia,1.000,exact,matched
21209,Dominik Szoboszlai,Hungary,3468,hungary,dominik szoboszlai,451276,Dominik Szoboszlai,Hungary,1.000,exact,matched
11396,Florian Grillitsch,Austria,3383,austria,florian grillitsch,195736,Florian Grillitsch,Austria,1.000,exact,matched
151813,Kenan Yildiz,Turkey,3381,turkey,kenan yildiz,845654,Kenan Yıldız,Turkiye,1.000,exact,matched
21633,Joey Veerman,Netherlands,3379,netherlands,joey veerman,408574,Joey Veerman,Netherlands,1.000,exact,matched
24547,Alexander Hartmann Bah,Denmark,3436,denmark,alexander hartmann bah,452607,Alexander Bah,Denmark,1.000,exact,matched
30401,Ruben Vargas,Switzerland,3384,switzerland,ruben vargas,345886,Rubén Vargas,Switzerland,1.000,exact,matched
6687,Saša Lukić,Serbia,3438,serbia,sasa lukic,245056,Saša Lukić,Serbia,1.000,exact,matched
5207,Cristiano Ronaldo dos Santos Aveiro,Portugal,3300,portugal,cristiano ronaldo dos santos aveiro,8198,Cristiano Ronaldo,Portugal,1.000,exact,matched
3042,Mikel Merino Zazón,Spain,3375,spain,mikel merino zazon,338424,Mikel Merino,Spain,1.000,exact,matched
11820,Kevin Danso,Austria,3383,austria,kevin danso,263236,Kevin Danso,Austria,1.000,exact,matched
38229,Khvicha Kvaratskhelia,Georgia,3669,georgia,khvicha kvaratskhelia,502670,Khvicha Kvaratskhelia,Georgia,1.000,exact,matched
3575,Oleksandr Zinchenko,Ukraine,3699,ukraine,oleksandr zinchenko,203853,Oleksandr Zinchenko,Ukraine,1.000,exact,matched
39624,Francisco Fernandes Conceição,Portugal,3300,portugal,francisco fernandes conceicao,487474,Francisco Conceição,Portugal,0.951,fuzzy,matched
5660,Piotr Zieliński,Poland,3442,poland,piotr zielinski,181136,Piotr Zieliński,Poland,1.000,exact,matched
8506,Konrad Laimer,Austria,3383,austria,konrad laimer,223967,Konrad Laimer,Austria,1.000,exact,matched
7156,Federico Chiesa,Italy,3376,italy,federico chiesa,341092,Federico Chiesa,Italy,1.000,exact,matched
42822,András Schäfer,Hungary,3468,hungary,andras schafer,454863,András Schäfer,Hungary,1.000,exact,matched
10919,Juraj Kucka,Slovakia,3503,slovakia,juraj kucka,74943,Juraj Kucka,Slovakia,1.000,exact,matched
21294,Mykola Shaparenko,Ukraine,3699,ukraine,mykola shaparenko,368611,Mykola Shaparenko,Ukraine,1.000,exact,matched
5550,Yann Sommer,Switzerland,3384,switzerland,yann sommer,42205,Yann Sommer,Switzerland,1.000,exact,matched
31908,Andrei Burcă Andonie,Romania,3447,romania,andrei burca andonie,289308,Andrei Burcă,Romania,0.960,prefix,matched
16047,Jaka Bijol,Slovenia,3588,slovenia,jaka bijol,371851,Jaka Bijol,Slovenia,1.000,exact,matched
30179,Ivan Ilić,Serbia,3438,serbia,ivan ilic,470794,Ivan Ilić,Serbia,1.000,exact,matched
15896,Timi Elšnik,Slovenia,3588,slovenia,timi elsnik,320854,Timi Max Elsnik,Slovenia,0.940,token_subset,matched
42106,Gonçalo Bernardo Inácio,Portugal,3300,portugal,goncalo bernardo inacio,549006,Gonçalo Inácio,Portugal,1.000,exact,matched
44166,Jakub Piotr Kiwior,Poland,3442,poland,jakub piotr kiwior,425918,Jakub Kiwior,Poland,1.000,exact,matched
18360,Rafael Alexandre Conceição Leão,Portugal,3300,portugal,rafael alexandre conceicao leao,357164,Rafael Leão,Portugal,0.954,fuzzy,matched
38975,Georgiy Sudakov,Ukraine,3699,ukraine,georgiy sudakov,623325,Georgiy Sudakov,Ukraine,1.000,exact,matched
49097,Mario Mitaj,Albania,3561,albania,mario mitaj,726114,Mario Mitaj,Albania,1.000,exact,matched
3761,Mike Maignan,France,3377,france,mike maignan,182906,Mike Maignan,France,1.000,exact,matched
16528,Petar Stojanović,Slovenia,3588,slovenia,petar stojanovic,183841,Petar Stojanović,Slovenia,1.000,exact,matched
33234,Georges Mikautadze,Georgia,3669,georgia,georges mikautadze,729814,Georges Mikautadze,Georgia,1.000,exact,matched
7979,Przemysław Frankowski,Poland,3442,poland,przemyslaw frankowski,239743,Przemyslaw Frankowski,Poland,1.000,exact,matched
6318,Andrija Živković,Serbia,3438,serbia,andrija zivkovic,206843,Andrija Zivkovic,Serbia,1.000,exact,matched
16570,Vladimír Coufal,Czech Republic,3445,czech republic,vladimir coufal,157672,Vladimír Coufal,Czechia,1.000,exact,matched
22212,Orkun Kökçü,Turkey,3381,turkey,orkun kokcu,454567,Orkun Kökçü,Turkiye,1.000,exact,matched
3711,Martin Dúbravka,Slovakia,3503,slovakia,martin dubravka,74960,Martin Dúbravka,Slovakia,1.000,exact,matched
38759,Benjamin Šeško,Slovenia,3588,slovenia,benjamin sesko,627442,Benjamin Sesko,Slovenia,1.000,exact,matched
7655,Lasha Dvali,Georgia,3669,georgia,lasha dvali,222332,Lasha Dvali,Georgia,1.000,exact,matched
30486,Pedro González López,Spain,3375,spain,pedro gonzalez lopez,683840,Pedri,Spain,1.000,exact,matched
5545,Breel-Donald Embolo,Switzerland,3384,switzerland,breel donald embolo,237662,Breel Embolo,Switzerland,1.000,exact,matched
16344,Răzvan Gabriel Marin,Romania,3447,romania,razvan gabriel marin,295183,Răzvan Marin,Romania,1.000,exact,matched
49337,Josip Stanišić,Croatia,3556,croatia,josip stanisic,483046,Josip Stanisic,Croatia,1.000,exact,matched
7108,Berat Djimsiti,Albania,3561,albania,berat djimsiti,165513,Berat Djimsiti,Albania,1.000,exact,matched
28272,Ladislav Krejčí,Czech Republic,3445,czech republic,ladislav krejci,345911,Ladislav Krejčí,Czechia,1.000,exact,matched
9731,Patrick Pentz,Austria,3383,austria,patrick pentz,223972,Patrick Pentz,Austria,1.000,exact,matched
10916,Nicolae Claudiu Stanciu,Romania,3447,romania,nicolae claudiu stanciu,148372,Nicolae Stanciu,Romania,1.000,exact,matched
8509,Willi Orban,Hungary,3468,hungary,willi orban,93740,Willi Orbán,Hungary,1.000,exact,matched
9722,Peter Pekarík,Slovakia,3503,slovakia,peter pekarik,51100,Peter Pekarík,Slovakia,1.000,exact,matched
51672,Rasmus Winther Højlund,Denmark,3436,denmark,rasmus winther hojlund,610442,Rasmus Højlund,Denmark,1.000,exact,matched
5202,José Ignacio Fernández Iglesias,Spain,3375,spain,jose ignacio fernandez iglesias,58884,Nacho Fernández,Spain,1.000,exact,matched
34600,Nicușor Silviu Bancu,Romania,3447,romania,nicusor silviu bancu,213195,Nicușor Bancu,Romania,1.000,exact,matched
31193,Denis Mihai Drăguş,Romania,3447,romania,denis mihai dragus,405399,Denis Drăguș,Romania,1.000,exact,matched
5570,Manuel Neuer,Germany,3262,germany,manuel neuer,17259,Manuel Neuer,Germany,1.000,exact,matched
24861,Andrei Florin Ratiu,Romania,3447,romania,andrei florin ratiu,527966,Andrei Rațiu,Romania,1.000,exact,matched
19316,Roland Sallai,Hungary,3468,hungary,roland sallai,332798,Roland Sallai,Hungary,1.000,exact,matched
10534,Callum McGregor,Scotland,3380,scotland,callum mcgregor,120977,Callum McGregor,Scotland,1.000,exact,matched
32975,Diogo Meireles Costa,Portugal,3300,portugal,diogo meireles costa,357153,Diogo Costa,Portugal,0.940,token_subset,matched
23646,Giorgi Chakvetadze,Georgia,3669,georgia,giorgi chakvetadze,412616,Giorgi Chakvetadze,Georgia,1.000,exact,matched
31866,Andraž Šporar,Slovenia,3588,slovenia,andraz sporar,179860,Andraz Sporar,Slovenia,1.000,exact,matched
7796,Silvan Widmer,Switzerland,3384,switzerland,silvan widmer,168989,Silvan Widmer,Switzerland,1.000,exact,matched
6963,Lorenzo Pellegrini,Italy,3376,italy,lorenzo pellegrini,286297,Lorenzo Pellegrini,Italy,1.000,exact,matched
8773,Marin Pongracic,Croatia,3556,croatia,marin pongracic,282144,Marin Pongracic,Croatia,1.000,exact,matched
9481,Grant Campbell Hanley,Scotland,3380,scotland,grant campbell hanley,121385,Grant Hanley,Scotland,1.000,exact,matched
29480,Jakub Moder,Poland,3442,poland,jakub moder,384461,Jakub Moder,Poland,1.000,exact,matched
24438,Ylber Ramadani,Albania,3561,albania,ylber ramadani,442703,Ylber Ramadani,Albania,1.000,exact,matched
50436,Fabian Rieder,Switzerland,3384,switzerland,fabian rieder,507341,Fabian Rieder,Switzerland,1.000,exact,matched
28032,Ivan Schranz,Slovakia,3503,slovakia,ivan schranz,108416,Ivan Schranz,Slovakia,1.000,exact,matched
8931,Philipp Lienhart,Austria,3383,austria,philipp lienhart,225657,Philipp Lienhart,Austria,1.000,exact,matched
5460,Andrej Kramarić,Croatia,3556,croatia,andrej kramaric,46580,Andrej Kramaric,Croatia,1.000,exact,matched
12255,Federico Dimarco,Italy,3376,italy,federico dimarco,198116,Federico Dimarco,Italy,1.000,exact,matched
30913,Marius Mihai Marin,Romania,3447,romania,marius mihai marin,379163,Marius Marin,Romania,1.000,exact,matched
8240,Koen Casteels,Belgium,3382,belgium,koen casteels,108880,Koen Casteels,Belgium,1.000,exact,matched
24921,Martín Zubimendi Ibáñez,Spain,3375,spain,martin zubimendi ibanez,423440,Martín Zubimendi,Spain,1.000,exact,matched
16469,Tomáš Holeš,Czech Republic,3445,czech republic,tomas holes,216278,Tomas Holes,Czechia,1.000,exact,matched
28211,Erik Janža,Slovenia,3588,slovenia,erik janza,174522,Erik Janza,Slovenia,1.000,exact,matched
7839,Guram Kashia,Georgia,3669,georgia,guram kashia,55972,Guram Kashia,Georgia,1.000,exact,matched
28914,Lovro Majer,Croatia,3556,croatia,lovro majer,387106,Lovro Majer,Croatia,1.000,exact,matched
50502,Nicola Zalewski,Poland,3442,poland,nicola zalewski,550108,Nicola Zalewski,Poland,1.000,exact,matched
11116,Jack Hendry,Scotland,3380,scotland,jack hendry,363223,Jack Hendry,Scotland,1.000,exact,matched
205932,Vanja Drkušić,Slovenia,3588,slovenia,vanja drkusic,371856,Vanja Drkusic,Slovenia,1.000,exact,matched
13315,Philipp Mwene,Austria,3383,austria,philipp mwene,127573,Phillipp Mwene,Austria,0.963,fuzzy,matched
8068,Maximilian Wöber,Austria,3383,austria,maximilian wober,263361,Maximilian Wöber,Austria,1.000,exact,matched
3655,Andrew Robertson,Scotland,3380,scotland,andrew robertson,234803,Andrew Robertson,Scotland,1.000,exact,matched
39615,Radu Drăgușin,Romania,3447,romania,radu dragusin,568559,Radu Drăgușin,Romania,1.000,exact,matched
31067,Billy Gilmour,Scotland,3380,scotland,billy gilmour,423744,Billy Gilmour,Scotland,1.000,exact,matched
6993,Bryan Cristante,Italy,3376,italy,bryan cristante,199248,Bryan Cristante,Italy,1.000,exact,matched
28242,Florin Constantin Niţă,Romania,3447,romania,florin constantin nita,200475,Florin Niță,Romania,1.000,exact,matched
9927,Rúben Diogo Da Silva Neves,Portugal,3300,portugal,ruben diogo da silva neves,225161,Rúben Neves,Portugal,1.000,exact,matched
3053,Leroy Sané,Germany,3262,germany,leroy sane,192565,Leroy Sané,Germany,1.000,exact,matched
4870,Tomáš Souček,Czech Republic,3445,czech republic,tomas soucek,283628,Tomáš Souček,Czechia,1.000,exact,matched
56905,Dennis Man,Romania,3447,romania,dennis man,397486,Dennis Man,Romania,1.000,exact,matched
24778,Eduardo Camavinga,France,3377,france,eduardo camavinga,640428,Eduardo Camavinga,France,1.000,exact,matched
2954,Youri Tielemans,Belgium,3382,belgium,youri tielemans,249565,Youri Tielemans,Belgium,1.000,exact,matched
5633,Yannick Ferreira Carrasco,Belgium,3382,belgium,yannick ferreira carrasco,140776,Yannick Carrasco,Belgium,1.000,exact,matched
22308,Anthony Ralston,Scotland,3380,scotland,anthony ralston,388171,Anthony Ralston,Scotland,1.000,exact,matched
3325,Marko Arnautović,Austria,3383,austria,marko arnautovic,41384,Marko Arnautovic,Austria,1.000,exact,matched
78241,İsmail Yüksek,Turkey,3381,turkey,ismail yuksek,613725,İsmail Yüksek,Turkiye,1.000,exact,matched
4269,Aleksandar Mitrović,Serbia,3438,serbia,aleksandar mitrovic,51152,Aleksandar Mitrović,Serbia,1.000,exact,matched
264017,Anzor Mekvabishvili,Georgia,3669,georgia,anzor mekvabishvili,502671,Anzor Mekvabishvili,Georgia,1.000,exact,matched
102371,Giorgi Mamardashvili,Georgia,3669,georgia,giorgi mamardashvili,502676,Giorgi Mamardashvili,Georgia,1.000,exact,matched
2972,Marcus Thuram,France,3377,france,marcus thuram,318528,Marcus Thuram,France,1.000,exact,matched
41542,Daniel Vivian Moreno,Spain,3375,spain,daniel vivian moreno,524000,Dani Vivian,Spain,1.000,exact,matched
28034,Lukáš Provod,Czech Republic,3445,czech republic,lukas provod,292779,Lukas Provod,Czechia,1.000,exact,matched
3289,Romelu Lukaku Menama,Belgium,3382,belgium,romelu lukaku menama,96341,Romelu Lukaku,Belgium,0.960,prefix,matched
3664,Trent Alexander-Arnold,England,3299,england,trent alexander arnold,314353,Trent Alexander-Arnold,England,1.000,exact,matched
7975,Lukáš Haraslín,Slovakia,3503,slovakia,lukas haraslin,239941,Lukas Haraslin,Slovakia,1.000,exact,matched
4587,Matteo Darmian,Italy,3376,italy,matteo darmian,54906,Matteo Darmian,Italy,1.000,exact,matched
8291,Arlind Afrim Ajeti,Albania,3561,albania,arlind afrim ajeti,159288,Arlind Ajeti,Albania,1.000,exact,matched
